"78630e03a2cb3b70edec00869db163c07079d9bf,core/src/test/java/org/elasticsearch/common/settings/SettingsTests.java,SettingsTests.java,3,12139.440841729276,13,2,0,0,0,0,32,32,0,14,109,50,647,496,15,12154.326728720975,7,2,0,0,0,0,13,13,0,2,45,14,320,78,Rename Method,Rename Method	public testReplacePropertiesPlaceholderIgnores() : void renamed to public testReplacePropertiesPlaceholderIgnoresPrompt() : void in class org.elasticsearch.common.settings.SettingsTests"
"31ca8fa41149dbe870936ae058b47defb45f8711,core/src/test/java/org/elasticsearch/common/network/NetworkAddressTests.java,NetworkAddressTests.java,33,1962.1872635387485,2,2,0,0,0,0,10,7,0,6,12,11,88,45,29,3304.828107576619,2,2,0,0,0,0,13,11,0,8,12,15,107,78,Extract Method,Extract Method	private roundTrip(bytes byte[]) : void extracted from public testRoundTripV4() : void in class org.elasticsearch.common.network.NetworkAddressTests"
"31ca8fa41149dbe870936ae058b47defb45f8711,core/src/test/java/org/elasticsearch/index/IndexModuleTests.java,IndexModuleTests.java,9,15421.543840775792,73,5,0,17,0,0,29,27,0,12,72,40,389,227,10,13086.562856869461,65,5,0,12,0,0,27,26,1,6,60,40,371,133,Rename Method,Rename Method	public testForceCacheType() : void renamed to public testForceCustomQueryCache() : void in class org.elasticsearch.index.IndexModuleTests"
"31ca8fa41149dbe870936ae058b47defb45f8711,core/src/test/java/org/elasticsearch/index/query/functionscore/FunctionScoreQueryBuilderTests.java,FunctionScoreQueryBuilderTests.java,0,21204.580966046975,52,4,0,2,1,2,39,25,5,11,107,95,771,735,0,20265.60572991845,31,2,0,0,0,0,24,21,1,4,85,94,695,276,Extract Method,Extract Method	private createRandomFunctionScoreBuilder() : FunctionScoreQueryBuilder extracted from protected doCreateTestQueryBuilder() : FunctionScoreQueryBuilder in class org.elasticsearch.index.query.functionscore.FunctionScoreQueryBuilderTests"
"31ca8fa41149dbe870936ae058b47defb45f8711,core/src/test/java/org/elasticsearch/index/store/IndexStoreTests.java,IndexStoreTests.java,32,2982.0,13,2,0,0,0,0,2,1,0,0,16,13,84,1,28,3162.466065236588,15,2,0,0,0,0,3,3,0,0,24,18,113,3,Extract Method,Extract Method	private doTestStoreDirectory(index Index, tempDir Path, typeSettingValue String, type IndexModule.Type) : void extracted from public testStoreDirectory() : void in class org.elasticsearch.index.store.IndexStoreTests"
"a361f5b8105bc4896f1b71de547df8993d1c93b8,core/src/test/java/org/elasticsearch/indices/IndexingMemoryControllerTests.java,IndexingMemoryControllerTests.java,9,12559.82979246178,18,3,0,3,0,0,27,21,0,8,74,44,381,424,9,12559.82979246178,17,3,0,3,0,0,27,22,0,8,77,45,395,456,Rename Method,Rename Method	public testNegative() : void renamed to public testNegativeMaxIndexBufferSize() : void in class org.elasticsearch.indices.IndexingMemoryControllerTests"
"fbd558382d0bb96acb7986f48297c645d1a70c41,core/src/test/java/org/elasticsearch/search/suggest/phrase/DirectCandidateGeneratorTests.java,DirectCandidateGeneratorTests.java,20,6430.030055265351,8,2,0,1,0,1,9,6,4,6,63,31,182,30,21,6921.638879929791,11,2,0,1,0,1,7,6,3,20,65,12,199,15,Extract Method,Extract Method	private assertIllegalXContent(directGenerator String, exceptionClass Class<? extends Exception>, exceptionMsg String) : void extracted from public testIllegalXContent() : void in class org.elasticsearch.search.suggest.phrase.DirectCandidateGeneratorTests"
"cdb36a2b0c106cd00a362e6b3528754557c3271a,core/src/test/java/org/elasticsearch/search/suggest/phrase/DirectCandidateGeneratorTests.java,DirectCandidateGeneratorTests.java,20,6430.030055265351,8,2,0,1,0,1,9,6,4,6,63,31,182,30,21,6921.638879929791,11,2,0,1,0,1,7,6,3,20,65,12,199,15,Extract Method,Extract Method	private assertIllegalXContent(directGenerator String, exceptionClass Class<? extends Exception>, exceptionMsg String) : void extracted from public testIllegalXContent() : void in class org.elasticsearch.search.suggest.phrase.DirectCandidateGeneratorTests"
"2739ee6c8fb783a46fa649243e7b9921aab76771,core/src/test/java/org/elasticsearch/search/suggest/phrase/DirectCandidateGeneratorTests.java,DirectCandidateGeneratorTests.java,20,6430.030055265351,8,2,0,1,0,1,9,6,4,6,63,31,182,30,21,6921.638879929791,11,2,0,1,0,1,7,6,3,20,65,12,199,15,Extract Method,Extract Method	private assertIllegalXContent(directGenerator String, exceptionClass Class<? extends Exception>, exceptionMsg String) : void extracted from public testIllegalXContent() : void in class org.elasticsearch.search.suggest.phrase.DirectCandidateGeneratorTests"
"523b071836be9c9b954c9e45a026311c83483c05,core/src/test/java/org/elasticsearch/common/xcontent/builder/XContentBuilderTests.java,XContentBuilderTests.java,11,11857.332350269277,9,2,0,0,0,0,22,21,0,7,64,38,339,231,12,11889.614508411796,10,2,0,0,0,0,20,19,0,7,62,36,317,190,Rename Method,Rename Method	public testHandlingOfPath_XContentBuilderStringName() : void renamed to public testHandlingOfPath_StringName() : void in class org.elasticsearch.common.xcontent.builder.XContentBuilderTests"
"34da01f794ba892176376aafc18e901cacdd0fce,core/src/test/java/org/elasticsearch/common/xcontent/builder/XContentBuilderTests.java,XContentBuilderTests.java,11,11857.332350269277,9,2,0,0,0,0,22,21,0,7,64,38,339,231,12,11889.614508411796,10,2,0,0,0,0,20,19,0,7,62,36,317,190,Rename Method,Rename Method	public testHandlingOfPath_XContentBuilderStringName() : void renamed to public testHandlingOfPath_StringName() : void in class org.elasticsearch.common.xcontent.builder.XContentBuilderTests"
"5e04bde791094d5cf66ae701843baf4f81c1413b,core/src/test/java/org/elasticsearch/index/mapper/DocumentParserTests.java,DocumentParserTests.java,0,22051.459282947722,27,2,0,0,0,0,72,69,0,4,81,75,1231,2556,17,11716.976047884824,17,2,0,0,0,0,16,14,0,4,40,17,260,120,Rename Method,Rename Method	public testDynamicArrayWithTemplate() : void renamed to public testDynamicGeoPointArrayWithTemplate() : void in class org.elasticsearch.index.mapper.DocumentParserTests"
"ee6e53b58127857859319781d444abe7c2d304ae,core/src/test/java/org/elasticsearch/index/mapper/DocumentParserTests.java,DocumentParserTests.java,0,22051.459282947722,27,2,0,0,0,0,72,69,0,4,81,75,1231,2556,17,11716.976047884824,17,2,0,0,0,0,16,14,0,4,40,17,260,120,Rename Method,Rename Method	public testDynamicArrayWithTemplate() : void renamed to public testDynamicGeoPointArrayWithTemplate() : void in class org.elasticsearch.index.mapper.DocumentParserTests"
"e636db1d7f4bee02cefaa7435167787c315ff6a0,core/src/test/java/org/elasticsearch/action/admin/cluster/allocation/ClusterAllocationExplanationTests.java,ClusterAllocationExplanationTests.java,27,7380.435223515334,14,2,0,0,0,0,4,3,1,4,33,11,104,6,23,6000.427108973158,18,2,0,0,0,0,5,4,0,6,44,9,176,10,Rename Method,Rename Method	public testStaleShardExplanation() : void renamed to public testExplanationToXContent() : void in class org.elasticsearch.action.admin.cluster.allocation.ClusterAllocationExplanationTests"
"2636703afa19dd701b097540f1f72adc624246a8,core/src/test/java/org/elasticsearch/common/xcontent/builder/XContentBuilderTests.java,XContentBuilderTests.java,11,11857.332350269277,9,2,0,0,0,0,22,21,0,7,64,38,339,231,11,12462.845997016573,10,2,0,0,0,0,21,20,0,7,63,37,327,210,Rename Method,Rename Method	public testHandlingOfPath_XContentBuilderStringName() : void renamed to public testHandlingOfPath_StringName() : void in class org.elasticsearch.common.xcontent.builder.XContentBuilderTests"
"2636703afa19dd701b097540f1f72adc624246a8,core/src/test/java/org/elasticsearch/index/IndexModuleTests.java,IndexModuleTests.java,9,15584.769582834439,73,5,0,17,0,0,29,27,0,12,72,40,389,227,7,16608.698863360583,73,5,0,12,0,0,30,29,1,6,71,47,438,113,Rename Method,Rename Method	public testForceCacheType() : void renamed to public testForceCustomQueryCache() : void in class org.elasticsearch.index.IndexModuleTests"
"2636703afa19dd701b097540f1f72adc624246a8,core/src/test/java/org/elasticsearch/index/store/IndexStoreTests.java,IndexStoreTests.java,32,2982.0,13,2,0,0,0,0,2,1,0,0,16,13,84,1,28,3162.466065236588,15,2,0,0,0,0,3,3,0,0,24,18,113,3,Extract Method,Extract Method	private doTestStoreDirectory(index Index, tempDir Path, typeSettingValue String, type IndexModule.Type) : void extracted from public testStoreDirectory() : void in class org.elasticsearch.index.store.IndexStoreTests"
"2636703afa19dd701b097540f1f72adc624246a8,core/src/test/java/org/elasticsearch/search/suggest/phrase/DirectCandidateGeneratorTests.java,DirectCandidateGeneratorTests.java,20,6430.030055265351,8,2,0,1,0,1,9,6,4,6,63,31,182,30,21,7019.325153137696,11,2,0,1,0,1,7,6,3,22,66,12,200,15,Extract Method,Extract Method	private assertIllegalXContent(directGenerator String, exceptionClass Class<? extends Exception>, exceptionMsg String) : void extracted from public testIllegalXContent() : void in class org.elasticsearch.search.suggest.phrase.DirectCandidateGeneratorTests"
"6dacac49b394df9c96d20f3b4c74c8a8d7e22558,core/src/test/java/org/elasticsearch/recovery/RecoveriesCollectionTests.java,RecoveriesCollectionTests.java,27,2853.408897350132,17,2,0,1,0,1,8,6,0,0,50,10,150,43,25,4014.8979515778897,14,2,0,1,0,1,9,6,0,2,39,15,156,64,Rename Method,Rename Method	public testRecoveryCancellationNoPredicate() : void renamed to public testRecoveryCancellation() : void in class org.elasticsearch.recovery.RecoveriesCollectionTests"
"333fe25321fe9cf5776717811579fd5e5955f4a0,core/src/test/java/org/elasticsearch/recovery/RecoveriesCollectionTests.java,RecoveriesCollectionTests.java,27,2853.408897350132,17,2,0,1,0,1,8,6,0,0,50,10,150,43,25,4014.8979515778897,14,2,0,1,0,1,9,6,0,2,39,15,156,64,Rename Method,Rename Method	public testRecoveryCancellationNoPredicate() : void renamed to public testRecoveryCancellation() : void in class org.elasticsearch.recovery.RecoveriesCollectionTests"
"1f0f6132be1223dcd417677f1883558fec4b115b,core/src/test/java/org/elasticsearch/recovery/RecoveriesCollectionTests.java,RecoveriesCollectionTests.java,27,2853.408897350132,17,2,0,1,0,1,8,6,0,0,50,10,150,43,25,4014.8979515778897,14,2,0,1,0,1,9,6,0,2,39,15,156,64,Rename Method,Rename Method	public testRecoveryCancellationNoPredicate() : void renamed to public testRecoveryCancellation() : void in class org.elasticsearch.recovery.RecoveriesCollectionTests"
"ad7229fe723fb2fa4ef4ba016ae145d10323c5c3,core/src/test/java/org/elasticsearch/recovery/RecoveriesCollectionTests.java,RecoveriesCollectionTests.java,27,2853.408897350132,17,2,0,1,0,1,8,6,0,0,50,10,150,43,25,4014.8979515778897,14,2,0,1,0,1,9,6,0,2,39,15,156,64,Rename Method,Rename Method	public testRecoveryCancellationNoPredicate() : void renamed to public testRecoveryCancellation() : void in class org.elasticsearch.recovery.RecoveriesCollectionTests"
"31b0777c911a87b7ebae0efd7d5b14d1e06f3879,core/src/test/java/org/elasticsearch/cluster/routing/UnassignedInfoTests.java,UnassignedInfoTests.java,11,18116.875586678805,20,2,0,0,0,0,16,16,0,8,83,31,333,120,10,20150.04405139041,17,2,0,0,0,0,17,17,0,10,83,32,357,136,Rename Method,Rename Method	public testLeftDelayCalculation() : void renamed to public testRemainingDelayCalculation() : void in class org.elasticsearch.cluster.routing.UnassignedInfoTests"
"623a5b7a85d20f089d5bd5f142748b2449cb0372,core/src/test/java/org/elasticsearch/cluster/routing/UnassignedInfoTests.java,UnassignedInfoTests.java,11,18116.875586678805,20,2,0,0,0,0,16,16,0,8,83,31,333,120,11,19592.0,17,2,0,0,0,0,17,17,0,6,82,29,349,136,Rename Method,Rename Method	public testLeftDelayCalculation() : void renamed to public testRemainingDelayCalculation() : void in class org.elasticsearch.cluster.routing.UnassignedInfoTests"
"f74a78940cadf3c809bc0e23fb6fd71b55bec6f1,core/src/test/java/org/elasticsearch/search/suggest/phrase/NoisyChannelSpellCheckerTests.java,NoisyChannelSpellCheckerTests.java,12,19455.996521874687,34,2,0,3,0,0,3,3,0,0,18,17,375,64,13,19331.48239509035,35,2,0,3,0,0,3,3,0,0,20,17,334,64,Rename Method,Rename Method	public testMarvelHeros() : void renamed to public testNgram() : void in class org.elasticsearch.search.suggest.phrase.NoisyChannelSpellCheckerTests"
"d1f4e2ef04b730d1a90abaddcba34721ec3bd9f4,core/src/test/java/org/elasticsearch/search/suggest/phrase/NoisyChannelSpellCheckerTests.java,NoisyChannelSpellCheckerTests.java,12,19455.996521874687,34,2,0,3,0,0,3,3,0,0,18,17,375,64,13,19331.48239509035,35,2,0,3,0,0,3,3,0,0,20,17,334,64,Rename Method,Rename Method	public testMarvelHeros() : void renamed to public testNgram() : void in class org.elasticsearch.search.suggest.phrase.NoisyChannelSpellCheckerTests"
"359f45988fa5550ff44a0f805fa050eb9a221405,core/src/test/java/org/elasticsearch/search/builder/SearchSourceBuilderTests.java,SearchSourceBuilderTests.java,10,19482.699640156745,17,2,0,0,0,0,19,15,1,2,74,23,415,171,0,19132.794980192684,63,2,0,8,0,8,13,9,3,9,128,103,590,68,Extract Method,Extract Method	private assertParseSearchSource(testBuilder SearchSourceBuilder, searchSourceAsBytes BytesReference, pfm ParseFieldMatcher) : void extracted from private assertParseSearchSource(testBuilder SearchSourceBuilder, searchSourceAsBytes BytesReference) : void in class org.elasticsearch.search.builder.SearchSourceBuilderTests"
"b6f26c0c3794660902d6b69c9e2e7654822cd8ee,core/src/test/java/org/elasticsearch/search/builder/SearchSourceBuilderTests.java,SearchSourceBuilderTests.java,10,19482.699640156745,17,2,0,0,0,0,19,15,1,2,74,23,415,171,0,19132.794980192684,63,2,0,8,0,8,13,9,3,9,128,103,590,68,Extract Method,Extract Method	private assertParseSearchSource(testBuilder SearchSourceBuilder, searchSourceAsBytes BytesReference, pfm ParseFieldMatcher) : void extracted from private assertParseSearchSource(testBuilder SearchSourceBuilder, searchSourceAsBytes BytesReference) : void in class org.elasticsearch.search.builder.SearchSourceBuilderTests"
