"286c1719879e0b5d1b0d665d4bdfdf835e0f7b40,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestTaskImpl.java,TestTaskImpl.java,1,12444.66385148365,50,4,0,26,0,1,59,35,0,1,61,65,640,196,7,11730.555393451585,49,4,0,28,0,1,47,24,0,1,52,47,454,235,Rename Method,Rename Method	private runSpeculativeTaskAttemptSucceedsEvenIfFirstFails(failEvent TaskEventType) : void renamed to private runSpeculativeTaskAttemptSucceeds(firstAttemptFinishEvent TaskEventType) : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestTaskImpl"
"8676a118a12165ae5a8b80a2a4596c133471ebc1,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestRMAuditLogger.java,TestRMAuditLogger.java,19,6836.6615528586,14,2,0,8,0,8,10,5,0,0,32,28,215,27,19,4966.19844037067,14,2,0,8,0,8,10,5,0,0,32,28,215,27,Extract Method,Extract Method	private testSuccessLogFormatHelper(checkIP boolean, appId ApplicationId, attemptId ApplicationAttemptId, containerId ContainerId, callerContext CallerContext) : void extracted from private testSuccessLogFormatHelper(checkIP boolean, appId ApplicationId, attemptId ApplicationAttemptId, containerId ContainerId) : void in class org.apache.hadoop.yarn.server.resourcemanager.TestRMAuditLogger"
"b339a4b8d6d02dc1ec1de1a2a6a423f1a02fd3b3,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestRMAuditLogger.java,TestRMAuditLogger.java,19,6836.6615528586,14,2,0,8,0,8,10,5,0,0,32,28,215,27,19,4966.19844037067,14,2,0,8,0,8,10,5,0,0,32,28,215,27,Extract Method,Extract Method	private testSuccessLogFormatHelper(checkIP boolean, appId ApplicationId, attemptId ApplicationAttemptId, containerId ContainerId, callerContext CallerContext) : void extracted from private testSuccessLogFormatHelper(checkIP boolean, appId ApplicationId, attemptId ApplicationAttemptId, containerId ContainerId) : void in class org.apache.hadoop.yarn.server.resourcemanager.TestRMAuditLogger"
"62e9348bc10bb97a5fcb4281f7996a09d8e69c60,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/container/TestContainer.java,TestContainer.java,0,29751.908270968466,69,3,0,18,0,0,45,36,3,14,109,121,891,876,0,28123.229021619183,69,3,0,18,0,0,45,36,3,14,109,121,891,876,Rename Method,Rename Method	public testKillOnLocalizedWhenContainerNotLaunched() : void renamed to public testKillOnLocalizedWhenContainerNotLaunchedContainerKilled() : void in class org.apache.hadoop.yarn.server.nodemanager.containermanager.container.TestContainer"
"e76ba91fa58dae6750f608c0f8b86e9a43e80005,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/container/TestContainer.java,TestContainer.java,0,29751.908270968466,69,3,0,18,0,0,45,36,3,14,109,121,891,876,0,28123.229021619183,69,3,0,18,0,0,45,36,3,14,109,121,891,876,Rename Method,Rename Method	public testKillOnLocalizedWhenContainerNotLaunched() : void renamed to public testKillOnLocalizedWhenContainerNotLaunchedContainerKilled() : void in class org.apache.hadoop.yarn.server.nodemanager.containermanager.container.TestContainer"
"6af5255b027c16fd78ad922a094d55a35c33a559,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/container/TestContainer.java,TestContainer.java,0,29751.908270968466,69,3,0,18,0,0,45,36,3,14,109,121,891,876,0,28123.229021619183,69,3,0,18,0,0,45,36,3,14,109,121,891,876,Rename Method,Rename Method	public testKillOnLocalizedWhenContainerNotLaunched() : void renamed to public testKillOnLocalizedWhenContainerNotLaunchedContainerKilled() : void in class org.apache.hadoop.yarn.server.nodemanager.containermanager.container.TestContainer"
"742632e346604fd2b263bd42367165638fcf2416,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestInMemoryPlan.java,TestInMemoryPlan.java,6,16948.091403749753,32,1,0,11,0,0,13,10,0,9,44,43,487,0,6,17390.386415121066,33,1,0,12,0,0,13,10,0,10,45,43,490,0,Extract Method,Extract Method	private checkAllocation(plan Plan, alloc int[], start int) : void extracted from public testAddReservation() : void in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestInMemoryPlan"
"78a07e99ddf7c0850e67a8e6dd1eb41b9bdff247,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestInMemoryPlan.java,TestInMemoryPlan.java,6,16948.091403749753,32,1,0,11,0,0,13,10,0,9,44,43,487,0,6,17390.386415121066,33,1,0,12,0,0,13,10,0,10,45,43,490,0,Extract Method,Extract Method	private checkAllocation(plan Plan, alloc int[], start int) : void extracted from public testAddReservation() : void in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestInMemoryPlan"
"db69c5f7440d41a73bcdb545d7354e61c529b408,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestInMemoryPlan.java,TestInMemoryPlan.java,6,16948.091403749753,32,1,0,11,0,0,13,10,0,9,44,43,487,0,6,17390.386415121066,33,1,0,12,0,0,13,10,0,10,45,43,490,0,Extract Method,Extract Method	private checkAllocation(plan Plan, alloc int[], start int) : void extracted from public testAddReservation() : void in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestInMemoryPlan"
"79c41b1d83e981ae74cb8b58ffcf7907b7612ad4,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-client/src/test/java/org/apache/hadoop/yarn/client/cli/TestYarnCLI.java,TestYarnCLI.java,0,72902.07478010011,34,1,0,5,0,0,37,26,0,11,92,63,1430,62,0,70317.66805904444,35,1,0,6,0,1,41,29,1,18,102,68,1508,78,Extract Method,Extract Method	private getNodeReports(noOfNodes int, state NodeState, emptyNodeLabel boolean, emptyResourceUtilization boolean) : List<NodeReport> extracted from private getNodeReports(noOfNodes int, state NodeState, emptyNodeLabel boolean) : List<NodeReport> in class org.apache.hadoop.yarn.client.cli.TestYarnCLI"
"9f4a6ec6630f3776859f8d677532370095a58d0c,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-client/src/test/java/org/apache/hadoop/yarn/client/cli/TestYarnCLI.java,TestYarnCLI.java,0,72902.07478010011,34,1,0,5,0,0,37,26,0,11,92,63,1430,62,0,70317.66805904444,35,1,0,6,0,1,41,29,1,18,102,68,1508,78,Extract Method,Extract Method	private getNodeReports(noOfNodes int, state NodeState, emptyNodeLabel boolean, emptyResourceUtilization boolean) : List<NodeReport> extracted from private getNodeReports(noOfNodes int, state NodeState, emptyNodeLabel boolean) : List<NodeReport> in class org.apache.hadoop.yarn.client.cli.TestYarnCLI"
"85c24660481f33684a42a7f6d665d3117577c780,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestClientRMService.java,TestClientRMService.java,0,52471.965586597646,116,1,0,16,0,14,41,27,5,57,227,105,1396,1400,0,52134.43120333813,103,1,0,5,0,3,30,20,3,59,217,74,1229,686,Extract Method,Extract Method	private testAplicationPriorityUpdation(rmService ClientRMService, app1 RMApp, tobeUpdatedPriority int, expected int) : void extracted from public testUpdateApplicationPriorityRequest() : void in class org.apache.hadoop.yarn.server.resourcemanager.TestClientRMService"
"1147b086d9a78aa3cb3e157e60f2011efc72bbad,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestClientRMService.java,TestClientRMService.java,0,52471.965586597646,116,1,0,16,0,14,41,27,5,57,227,105,1396,1400,0,52134.43120333813,103,1,0,5,0,3,30,20,3,59,217,74,1229,686,Extract Method,Extract Method	private testAplicationPriorityUpdation(rmService ClientRMService, app1 RMApp, tobeUpdatedPriority int, expected int) : void extracted from public testUpdateApplicationPriorityRequest() : void in class org.apache.hadoop.yarn.server.resourcemanager.TestClientRMService"
"9ed9eb265fb1b6500799ea391567cdb16c35f6ca,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-client/src/test/java/org/apache/hadoop/yarn/client/cli/TestYarnCLI.java,TestYarnCLI.java,0,72902.07478010011,34,1,0,5,0,0,37,26,0,11,92,63,1430,62,0,70317.66805904444,35,1,0,6,0,1,41,29,1,18,102,68,1508,78,Extract Method,Extract Method	private getNodeReports(noOfNodes int, state NodeState, emptyNodeLabel boolean, emptyResourceUtilization boolean) : List<NodeReport> extracted from private getNodeReports(noOfNodes int, state NodeState, emptyNodeLabel boolean) : List<NodeReport> in class org.apache.hadoop.yarn.client.cli.TestYarnCLI"
"dec8dfdfa66c37f8cc8c0900fd12f98c7529b99e,hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestAuthenticationFilter.java,TestAuthenticationFilter.java,0,40054.11711961098,31,1,0,6,5,6,29,25,4,52,96,65,865,179,0,38191.023014370294,31,1,0,7,5,7,35,29,5,65,102,74,1002,238,Extract Method,Extract Method	private _testDoFilterAuthenticationMaxInactiveInterval(maxInactivesInToken long, maxInactivesOnServer long, expires long, authorized boolean, newCookie boolean) : void extracted from private _testDoFilterAuthenticationMaxInactiveInterval(maxInactives long, expires long, authorized boolean) : void in class org.apache.hadoop.security.authentication.server.TestAuthenticationFilter"
"4e5f77b7f5c9f1145743d960846233c06c304622,hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestAuthenticationFilter.java,TestAuthenticationFilter.java,0,40054.11711961098,31,1,0,6,5,6,29,25,4,52,96,65,865,179,0,38191.023014370294,31,1,0,7,5,7,35,29,5,65,102,74,1002,238,Extract Method,Extract Method	private _testDoFilterAuthenticationMaxInactiveInterval(maxInactivesInToken long, maxInactivesOnServer long, expires long, authorized boolean, newCookie boolean) : void extracted from private _testDoFilterAuthenticationMaxInactiveInterval(maxInactives long, expires long, authorized boolean) : void in class org.apache.hadoop.security.authentication.server.TestAuthenticationFilter"
"6cfeb84a3677665d608f5d3feb76efd25445a725,hadoop-common-project/hadoop-auth/src/test/java/org/apache/hadoop/security/authentication/server/TestAuthenticationFilter.java,TestAuthenticationFilter.java,0,40054.11711961098,31,1,0,6,5,6,29,25,4,52,96,65,865,179,0,38191.023014370294,31,1,0,7,5,7,35,29,5,65,102,74,1002,238,Extract Method,Extract Method	private _testDoFilterAuthenticationMaxInactiveInterval(maxInactivesInToken long, maxInactivesOnServer long, expires long, authorized boolean, newCookie boolean) : void extracted from private _testDoFilterAuthenticationMaxInactiveInterval(maxInactives long, expires long, authorized boolean) : void in class org.apache.hadoop.security.authentication.server.TestAuthenticationFilter"
"54a529df6bf4e87de63700053b5755b55ad2a002,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/jobhistory/TestJobHistoryEventHandler.java,TestJobHistoryEventHandler.java,0,34021.780633782786,58,3,0,17,0,3,34,24,2,6,102,48,801,495,0,33380.65303966494,58,3,0,17,0,3,34,24,2,6,104,50,809,495,Extract Method,Extract Method	private mockJob() : Job extracted from private mockAppContext(appId ApplicationId, isLastAMRetry boolean) : AppContext in class org.apache.hadoop.mapreduce.jobhistory.TestJobHistoryEventHandler"
"8f58f742aea87b2b46b9741ffeaebfa36af3573f,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestClientRMService.java,TestClientRMService.java,0,52759.851279281975,116,1,0,16,0,14,41,27,5,57,227,105,1396,1400,0,52759.851279281975,104,1,0,5,0,3,31,20,3,59,218,75,1238,726,Rename Method,Rename Method	private testAplicationPriorityUpdation(rmService ClientRMService, app1 RMApp, tobeUpdatedPriority int, expected int) : void renamed to private testApplicationPriorityUpdation(rmService ClientRMService, app1 RMApp, tobeUpdatedPriority int, expected int) : void in class org.apache.hadoop.yarn.server.resourcemanager.TestClientRMService"
"ddc22bbcb1c2e90f64092e94d295515ff8c7fe48,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestClientRMService.java,TestClientRMService.java,0,52759.851279281975,116,1,0,16,0,14,41,27,5,57,227,105,1396,1400,0,52759.851279281975,104,1,0,5,0,3,31,20,3,59,218,75,1238,726,Rename Method,Rename Method	private testAplicationPriorityUpdation(rmService ClientRMService, app1 RMApp, tobeUpdatedPriority int, expected int) : void renamed to private testApplicationPriorityUpdation(rmService ClientRMService, app1 RMApp, tobeUpdatedPriority int, expected int) : void in class org.apache.hadoop.yarn.server.resourcemanager.TestClientRMService"
"2fd19b9674420e025af54a5bed12eb96478f8c48,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/shell/TestCount.java,TestCount.java,8,14052.204685411547,18,3,0,8,0,7,31,30,1,0,35,42,439,291,8,12291.98990842184,18,3,0,8,0,7,31,30,1,0,35,42,439,291,Extract Method,Extract Method	private processMultipleStorageTypesContent(quotaUsageOnly boolean) : void extracted from public processPathWithQuotasByMultipleStorageTypesContent() : void in class org.apache.hadoop.fs.shell.TestCount"
"b5db1d44104a8ac4c3643cc3ac841f75f31c8345,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/shell/TestCount.java,TestCount.java,8,14052.204685411547,18,3,0,8,0,7,31,30,1,0,35,42,439,291,8,12291.98990842184,18,3,0,8,0,7,31,30,1,0,35,42,439,291,Extract Method,Extract Method	private processMultipleStorageTypesContent(quotaUsageOnly boolean) : void extracted from public processPathWithQuotasByMultipleStorageTypesContent() : void in class org.apache.hadoop.fs.shell.TestCount"
"330876689b54910990643b34e98e7f65126db5c7,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/shell/TestCount.java,TestCount.java,8,14052.204685411547,18,3,0,8,0,7,31,30,1,0,35,42,439,291,8,12291.98990842184,18,3,0,8,0,7,31,30,1,0,35,42,439,291,Extract Method,Extract Method	private processMultipleStorageTypesContent(quotaUsageOnly boolean) : void extracted from public processPathWithQuotasByMultipleStorageTypesContent() : void in class org.apache.hadoop.fs.shell.TestCount"
"0dbaef43778ab287b577922932225c68d4c4ce19,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/tools/TestDFSAdmin.java,TestDFSAdmin.java,19,8013.159166553969,13,1,0,4,0,0,8,4,0,1,50,25,194,4,21,4927.398747813666,13,1,0,4,0,0,8,4,0,1,50,25,194,4,Rename Method,Rename Method	private testGetReconfigurationStatus(expectedSuccuss boolean) : void renamed to private testDataNodeGetReconfigurationStatus(expectedSuccuss boolean) : void in class org.apache.hadoop.hdfs.tools.TestDFSAdmin"
"d62b4a4de75edb840df6634f49cb4beb74e3fb07,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/tools/TestDFSAdmin.java,TestDFSAdmin.java,19,8013.159166553969,13,1,0,4,0,0,8,4,0,1,50,25,194,4,21,4927.398747813666,13,1,0,4,0,0,8,4,0,1,50,25,194,4,Rename Method,Rename Method	private testGetReconfigurationStatus(expectedSuccuss boolean) : void renamed to private testDataNodeGetReconfigurationStatus(expectedSuccuss boolean) : void in class org.apache.hadoop.hdfs.tools.TestDFSAdmin"
"bd909ed9f2d853f614f04a50e2230a7932732776,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/TestINodeFile.java,TestINodeFile.java,0,35800.49123639679,45,1,0,6,1,4,39,25,4,6,153,83,968,509,0,35672.50173759455,46,1,0,6,1,4,41,27,5,9,154,87,1012,568,Extract Method,Extract Method	package toCompleteFile(file INodeFile) : void extracted from public testFileUnderConstruction() : void in class org.apache.hadoop.hdfs.server.namenode.TestINodeFile"
"b10d8ced21a860390c46e7729a02b81d9f7b88e6,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/TestINodeFile.java,TestINodeFile.java,0,34509.28745414063,45,1,0,6,1,4,39,25,4,6,153,83,968,509,0,34381.441456692104,46,1,0,6,1,4,40,26,5,6,153,84,975,528,Extract Method,Extract Method	package toCompleteFile(file INodeFile) : void extracted from public testFileUnderConstruction() : void in class org.apache.hadoop.hdfs.server.namenode.TestINodeFile"
"ed55950164a66e08fa34e30dba1030c5a986d1f1,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestResourceTrackerService.java,TestResourceTrackerService.java,0,41464.209038192166,39,2,0,3,0,1,31,25,0,1,120,73,1101,0,0,37981.02122538484,39,2,0,3,0,1,31,25,0,1,120,73,1102,0,Extract Method,Extract Method	private writeToHostsFile(file File, hosts String[]) : void extracted from private writeToHostsFile(hosts String[]) : void in class org.apache.hadoop.yarn.server.resourcemanager.TestResourceTrackerService"
"36aae8050e4bd49752b74ed8d83d3cce7da48c71,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestResourceTrackerService.java,TestResourceTrackerService.java,0,41464.209038192166,39,2,0,3,0,1,31,25,0,1,120,73,1101,0,0,37981.02122538484,39,2,0,3,0,1,31,25,0,1,120,73,1102,0,Extract Method,Extract Method	private writeToHostsFile(file File, hosts String[]) : void extracted from private writeToHostsFile(hosts String[]) : void in class org.apache.hadoop.yarn.server.resourcemanager.TestResourceTrackerService"
"9862879e277f5183ca25debb89c8131a0a779022,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestResourceTrackerService.java,TestResourceTrackerService.java,0,41464.209038192166,39,2,0,3,0,1,31,25,0,1,120,73,1101,0,0,37981.02122538484,39,2,0,3,0,1,31,25,0,1,120,73,1102,0,Extract Method,Extract Method	private writeToHostsFile(file File, hosts String[]) : void extracted from private writeToHostsFile(hosts String[]) : void in class org.apache.hadoop.yarn.server.resourcemanager.TestResourceTrackerService"
"6b6167d40171cd185f81e1783e6be4c9c1ad6b43,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestResourceTrackerService.java,TestResourceTrackerService.java,0,24374.156832695106,39,2,0,3,0,1,31,25,0,1,120,73,1101,0,4,21074.17568944524,30,1,0,3,0,1,19,15,0,1,90,39,613,0,Extract Method,Extract Method	private writeToHostsFile(file File, hosts String[]) : void extracted from private writeToHostsFile(hosts String[]) : void in class org.apache.hadoop.yarn.server.resourcemanager.TestResourceTrackerService"
